7.771514892578124112e-01 2.770593261718750089e-01 5.417072504768312478e-05 2.174285888671875000e+00 1.273803796854448313e-03 4.144113491992464482e+00
1.227151489257812589e+00 3.370593261718750067e-01 5.417072504768312424e-03 1.674285888671875000e+00 1.273803796854448278e-01 4.144113491992464505e-04
1.452151489257812678e+00 2.470593261718750100e-01 5.417072504768312424e-02 2.424285888671875000e+00 1.273803796854448313e-02 4.144113491992464787e-02
1.002151489257812500e+00 3.070593261718750355e-01 5.417072504768312207e-04 1.924285888671875000e+00 1.273803796854448313e-04 4.144113491992464878e-06
1.114651489257812544e+00 2.320593261718749967e-01 1.713028736534120055e-03 2.049285888671875000e+00 4.028121290230482487e-02 4.144113491992464370e-05
1.564651489257812500e+00 2.920593261718750222e-01 1.713028736534119920e-05 1.549285888671875000e+00 4.028121290230482726e-04 4.144113491992464371e-01
1.339651489257812411e+00 2.620593261718749956e-01 1.713028736534120055e-04 2.299285888671875000e+00 4.028121290230482834e-03 4.144113491992464614e-03
8.896514892578124556e-01 3.220593261718750488e-01 1.713028736534119925e-02 1.799285888671875000e+00 4.028121290230482487e-01 4.144113491992464304e+01
8.334014892578125444e-01 2.395593261718750033e-01 9.633068497917464477e-04 1.611785888671875000e+00 2.265179064375668350e-01 1.310483751693014298e+01
1.283401489257812500e+00 2.995593261718750289e-01 9.633068497917464390e-02 2.111785888671875000e+00 2.265179064375668402e-03 1.310483751693014348e-03
1.508401489257812589e+00 2.695593261718750022e-01 9.633068497917464043e-03 1.861785888671875000e+00 2.265179064375668239e-04 1.310483751693014287e-01
1.058401489257812411e+00 3.295593261718750000e-01 9.633068497917463935e-05 2.361785888671875000e+00 2.265179064375668141e-02 1.310483751693014341e-05
9.459014892578124778e-01 2.545593261718749889e-01 3.046243730983616213e-02 1.736785888671875000e+00 7.163125151556286405e-04 1.310483751693014214e-06
1.395901489257812544e+00 3.145593261718749867e-01 3.046243730983616430e-04 2.236785888671875000e+00 7.163125151556286319e-02 1.310483751693014218e-02
